District,Latitude,Longitude,Year,Yearly_cases,DENV1 ,DENV2,DENV3,DENV4,X11,X12,X13,X14,X15,X16,X17,X18,X19,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,,,,,,,,
Kishorganj,24.426,90.9821,2022,318,165.36,0,241.68,76.32,24.77,6.61,34.99,79.94,3723.05,0.02,460.2,3028706,18.7,74.66,1,4.04,100,266.526128,1987.739748,0.90 ,6.6,52,2564.920364,187.7371051,1813.257023,,,,,,,,
Kurigram,25.8072,89.6295,2022,0,0,0,0,0,24.83,5.26,36.66,73.75,2257.03,0.05,460.2,2150974,18.7,74.66,1,4.1,100,189.285712,1411.684236,0.90 ,6.6,52,2275.723926,166.5696244,1608.811115,,,,,,,,
Kushtia,23.8907,89.1099,2022,509,264.68,0,386.84,122.16,25.05,5.99,36.82,75.44,1993.36,0.05,460.2,2023657,18.7,74.66,1,4.04,100,178.081816,1328.126089,0.90 ,6.6,52,1614.728397,118.1886342,1141.523787,,,,,,,,
Lakshmipur,22.9447,90.8282,2022,190,98.8,0,144.4,45.6,25.12,7.76,35.1,80,3258.98,0.05,460.2,1797761,18.7,74.66,1,4.64,100,158.202968,1179.870544,0.90 ,6.6,52,1243.732495,91.03391335,879.250176,,,,,,,,
Lalmonirhat,25.9923,89.2847,2022,8,4.16,0,6.08,1.92,24.83,5.26,36.66,73.75,2257.03,0.05,460.2,1305248,18.7,74.66,1,4.1,100,114.861824,856.6342624,0.90 ,6.6,52,1274.913778,93.31620007,901.2936204,,,,,,,,
Madaripur,23.2393,90.187,2022,517,268.84,0,392.92,124.08,25.14,6.06,37.57,77.38,2515.43,0.06,460.2,1212199,18.7,74.66,1,4.04,100,106.673512,795.5662037,0.90 ,6.6,52,1135.273595,83.0953589,802.5757243,,,,,,,,
Magura,23.429,89.4364,2022,200,104,0,152,48,25.12,5.68,38.01,75.19,1935.35,0.06,460.2,954804,18.7,74.66,1,4.04,100,84.022752,626.6378652,0.90 ,6.6,52,1048.764435,76.76339655,741.4185269,,,,,,,,
Manikganj,23.8617,90.0003,2022,336,174.72,0,255.36,80.64,24.99,6.43,36.08,77.31,2404.69,0.04,460.2,1447301,18.7,74.66,1,4.04,100,127.362488,949.8636463,0.90 ,6.6,52,1374.276723,100.5889841,971.5377347,,,,,,,,
Meherpur,23.8052,88.6724,2022,29,15.08,0,22.04,6.96,24.53,6.21,35.84,81.62,3749.41,0.02,460.2,1994252,18.7,74.66,1,4.04,100,175.494176,1308.827588,0.90 ,6.6,52,2678.809912,196.073151,1893.770642,,,,,,,,
Moulvibazar,24.3095,91.7315,2022,13,6.76,0,9.88,3.12,25.23,5.3,39,72.06,1487.11,0.01,460.2,681331,18.7,74.66,1,5.25,100,59.957128,447.1575353,0.90 ,6.6,52,722.524676,52.88456239,510.785037,,,,,,,,
Munshiganj,23.4981,90.4127,2022,139,72.28,0,105.64,33.36,25.06,7.01,35.4,78.94,2779.1,0.06,460.2,1502449,18.7,74.66,1,4.04,100,132.215512,986.0572787,0.90 ,6.6,52,932.678817,68.26661113,659.3524067,,,,,,,,
Mymensingh,24.7539,90.4073,2022,776,403.52,0,589.76,186.24,24.54,7.94,35.11,78.5,3448.83,0.05,460.2,5313163,18.7,74.66,1,4.39,100,467.558344,3487.028877,0.90 ,6.6,52,4348.480093,318.2832011,3074.135235,,,,,,,,
Naogaon,24.9132,88.7531,2022,102,53.04,0,77.52,24.48,24.9,4.76,38.08,72.69,1455.47,0.02,460.2,2701906,18.7,74.66,1,4,100,237.767728,1773.260908,0.90 ,6.6,52,3443.903078,252.0734768,2434.64925,,,,,,,,
Narail,23.1163,89.584,2022,393,204.36,0,298.68,94.32,25.25,5.51,38.57,75.12,2003.91,0.05,460.2,750425,18.7,74.66,1,4.04,100,66.0374,492.5039275,0.90 ,6.6,52,995.7435635,72.88258015,703.935699,,,,,,,,
Narayanganj,23.7147,90.5636,2022,597,310.44,0,453.72,143.28,25.06,7.01,35.4,78.94,2779.1,0.06,460.2,3074078,18.7,74.66,1,4.04,100,270.518864,2017.517391,0.90 ,6.6,52,703.5466906,51.49548533,497.3686495,,,,,,,,
Narsingdi,24.1344,90.786,2022,141,73.32,0,107.16,33.84,24.98,6.54,35.45,78.31,2657.81,0.02,460.2,2314889,18.7,74.66,1,4.04,100,203.710232,1519.261651,0.90 ,6.6,52,1167.789178,85.47530858,825.5624454,,,,,,,,
Natore,24.4102,89.0076,2022,103,53.56,0,78.28,24.72,25.05,5.14,38.62,72.5,1439.65,0.02,460.2,1774832,18.7,74.66,1,4,100,156.185216,1164.822242,0.90 ,6.6,52,1904.364965,139.3883298,1346.280842,,,,,,,,
Netrokona,24.8103,90.8656,2022,61,31.72,0,46.36,14.64,24.54,7.94,35.11,78.5,3448.83,0.05,460.2,2317190,18.7,74.66,1,4.39,100,203.91272,1520.771797,0.90 ,6.6,52,2804.365101,205.2630534,1982.531226,,,,,,,,
Nilphamari,25.8483,88.9414,2022,22,11.44,0,16.72,5.28,24.65,5.51,36.98,71.88,2098.83,0.02,460.2,1907497,18.7,74.66,1,4.1,100,167.859736,1251.890281,0.90 ,6.6,52,1587.900399,116.2249824,1122.557874,,,,,,,,
Noakhali,22.874,91.0173,2022,44,22.88,0,33.44,10.56,24.59,6.08,34.33,83.12,4013.09,0.04,460.2,3231832,18.7,74.66,1,4.64,100,284.401216,2121.051342,0.90 ,6.6,52,2678.48487,196.0493599,1893.540856,,,,,,,,
Pabna,24.1585,89.4481,2022,963,500.76,0,731.88,231.12,25.05,5.99,36.82,75.44,1993.36,0.05,460.2,2624683,18.7,74.66,1,4,100,230.972104,1722.579453,0.90 ,6.6,52,2389.393133,174.8895428,1689.168966,,,,,,,,
Panchagarh,26.2709,88.5952,2022,6,3.12,0,4.56,1.44,24.62,6.54,36.47,68.44,2293.95,0.02,460.2,1026139,18.7,74.66,1,4.1,100,90.300232,673.4550257,0.90 ,6.6,52,1363.120548,99.77241757,963.650935,,,,,,,,
Patuakhali,22.2249,90.4548,2022,293,152.36,0,222.68,70.32,25.91,12.55,32.94,79.31,7683.4,0.02,460.2,1596223,18.7,74.66,1,4.38,100,140.467624,1047.601155,0.90 ,6.6,52,2617.407817,191.5788783,1850.362753,,,,,,,,
Pirojpur,22.5791,89.9759,2022,527,274.04,0,400.52,126.48,25.27,6.43,37.48,77.69,3169.34,0.09,460.2,1157215,18.7,74.66,1,4.38,100,101.83492,759.4802045,0.90 ,6.6,52,1269.846388,92.94529689,897.7112556,,,,,,,,
Rajbari,23.7151,89.5875,2022,136,70.72,0,103.36,32.64,25.12,5.68,38.01,75.19,1935.35,0.06,460.2,1091263,18.7,74.66,1,4.04,100,96.031144,716.1959069,0.90 ,6.6,52,1139.236341,83.38540866,805.3771672,,,,,,,,
Rajshahi,24.3733,88.6049,2022,516,268.32,0,392.16,123.84,25.05,5.14,38.62,72.5,1439.65,0.02,460.2,2699688,18.7,74.66,1,4,100,237.572544,1771.805234,0.90 ,6.6,52,2438.427587,178.4785768,1723.833616,,,,,,,,
Rangamati,22.7324,92.2985,2022,41,21.32,0,31.16,9.84,23.8,7.3,36.12,79.25,4345.31,0.01,460.2,620215,18.7,74.66,1,4.64,100,54.57892,407.0471045,0.90 ,6.6,52,5762.959417,421.8147794,4074.093988,,,,,,,,
Rangpur,25.7468,89.2508,2022,40,20.8,0,30.4,9.6,25.03,5.75,35.85,74.06,2019.73,0.11,460.2,2996334,18.7,74.66,1,4.1,100,263.677392,1966.494004,0.90 ,6.6,52,2343.984755,171.5659162,1657.067751,,,,,,,,
Satkhira,22.3155,89.1115,2022,69,35.88,0,52.44,16.56,25.56,6.12,38.69,74.81,2278.12,0.16,460.2,1201464,18.7,74.66,1,4.04,100,105.728832,788.5208232,0.90 ,6.6,52,3390.40283,248.157573,2396.827531,,,,,,,,
Shariatpur,23.2423,90.4348,2022,111,57.72,0,84.36,26.64,25.12,7.76,35.1,80,3258.98,0.05,460.2,2063610,18.7,74.66,1,4.04,100,181.59768,1354.347243,0.90 ,6.6,52,1186.196087,86.82258619,838.5751133,,,,,,,,
Sherpur,25.0746,90.1495,2022,61,31.72,0,46.36,14.64,24.8,6.99,34.98,77.06,2541.8,0.03,460.2,1412601,18.7,74.66,1,4.39,100,124.308888,927.0900363,0.90 ,6.6,52,1326.036532,97.05808539,937.4345838,,,,,,,,
Sirajganj,24.3141,89.57,2022,69,35.88,0,52.44,16.56,25.02,5.96,35.79,75.44,1935.35,0.05,460.2,3220812,18.7,74.66,1,4,100,283.431456,2113.818916,0.90 ,6.6,52,2494.301919,182.5682497,1763.333683,,,,,,,,
Sunamganj,25.0715,91.3992,2022,7,3.64,0,5.32,1.68,24.48,7.9,34.62,79.81,4492.97,0.08,460.2,2564540,18.7,74.66,1,5.25,100,225.67952,1683.107602,0.90 ,6.6,52,3693.58372,270.3486333,2611.159673,,,,,,,,
Sylhet,24.8993,91.87,2022,97,50.44,0,73.72,23.28,24.22,7.61,34.9,81,4577.34,0.05,460.2,3567139,18.7,74.66,1,5.25,100,313.908232,2341.113326,0.90 ,6.6,52,3417.924658,250.1720091,2416.283943,,,,,,,,
Tangail,24.3917,89.9948,2022,81,42.12,0,61.56,19.44,24.85,6.32,35.19,77.62,2557.62,0.09,460.2,3749086,18.7,74.66,1,4.04,100,329.919568,2460.525142,0.90 ,6.6,52,3366.374057,246.3988079,2379.840515,,,,,,,,
Thakurgaon,26.0418,88.4283,2022,10,5.2,0,7.6,2.4,25.01,5.89,39.05,67.12,1402.73,0.05,460.2,1444783,18.7,74.66,1,4.1,100,127.140904,948.2110829,0.90 ,6.6,52,1814.206041,132.7892261,1282.543463,,,,,,,,
Bagerhat,22.6602,89.7895,2023,1720,894.4,0,1272.8,447.2,25.65,7.9,39.1,78.56,4155.47,0.03,485.51,1534012,18.2,73.69,1.2,4.04,100,134.993056,1006.772076,0.91 ,6.6,52,3646.18417,287.3891425,2632.188111,,,,,,,,
Bandarban,21.8311,92.3686,2023,739,384.28,0,546.86,192.14,23.92,8.92,38.42,79.38,5605.66,0.06,485.51,404091,18.2,73.69,1.2,4.64,100,35.560008,265.2049233,0.91 ,6.6,52,4595.260113,362.1945031,3317.328055,,,,,,,,
Barguna,23.7073,90.4155,2023,4592,2387.84,0,3398.08,1193.92,25.67,8.76,39.74,77.44,2990.04,0.11,485.51,927889,18.2,73.69,1.2,4.38,100,81.654232,608.9735507,0.91 ,6.6,52,1345.650521,106.0630323,971.4279744,,,,,,,,
Barishal,22.7004,90.375,2023,13603,7073.56,0,10066.22,3536.78,25.66,10.96,36.49,80.44,5204.88,0.05,485.51,2414729,18.2,73.69,1.2,4.38,100,212.496152,1584.786643,0.91 ,6.6,52,2219.580861,174.9454802,1602.320147,,,,,,,,
Bhola,22.1785,90.7101,2023,3861,2007.72,0,2857.14,1003.86,26.08,13.69,32.44,80.38,9391.99,0.09,485.51,1846351,18.2,73.69,1.2,4.38,100,162.478888,1211.760161,0.91 ,6.6,52,1948.543739,153.5825642,1406.657872,,,,,,,,
Bogura,24.851,89.3697,2023,2057,1069.64,0,1522.18,534.82,25.69,5.76,40.87,73.25,2657.81,0.06,485.51,3539293,18.2,73.69,1.2,4,100,311.457784,2322.837996,0.91 ,6.6,52,2912.594162,229.5682005,2102.607923,,,,,,,,
Brahmanbaria,23.9608,91.1115,2023,1433,745.16,0,1060.42,372.58,25.35,8.81,38.45,77.38,3048.05,0.02,485.51,2953208,18.2,73.69,1.2,4.64,100,259.882304,1938.19041,0.91 ,6.6,52,1922.681908,151.5441566,1387.98816,,,,,,,,
Chandpur,23.2513,90.8518,2023,5536,2878.72,0,4096.64,1439.36,25.67,8.76,39.74,77.44,2990.04,0.11,485.51,2513838,18.2,73.69,1.2,4.64,100,221.217744,1649.831879,0.91 ,6.6,52,1469.437035,115.8197803,1060.789723,,,,,,,,
Chapai Nawabganj,24.68,88.25,2023,1448,752.96,0,1071.52,376.48,26.14,5.03,43.94,67.38,1244.53,0.11,485.51,1714249,18.2,73.69,1.2,4,100,150.853912,1125.061619,0.91 ,6.6,52,1685.473879,132.8476211,1216.74718,,,,,,,,
Chattogram,22.515,91.7539,2023,14200,7384,0,10508,3692,25.61,10.77,36.19,78.88,5247.07,0.06,485.51,7913366,18.2,73.69,1.2,4.64,100,696.376208,5193.542106,0.91 ,6.6,52,4450.859261,350.8129504,3213.084772,,,,,,,,
Chuadanga,23.6161,88.8263,2023,877,456.04,0,648.98,228.02,26.04,5.49,44.53,72.06,1782.42,0.04,485.51,1174836,18.2,73.69,1.2,4.04,100,103.385568,771.0448668,0.91 ,6.6,52,1165.101675,91.83232544,841.0893785,,,,,,,,
Cox's Bazar,21.5641,92.0208,2023,4659,2422.68,0,3447.66,1211.34,26.25,17.12,31.18,79.38,9502.73,0.06,485.51,5602624,18.2,73.69,1.2,4.64,100,493.030912,3677.002131,0.91 ,6.6,52,2172.97806,171.272287,1568.677486,,,,,,,,
Cumilla,23.4576,91.1809,2023,5387,2801.24,0,3986.38,1400.62,25.12,8.51,38.28,79.31,3306.45,0.02,485.51,2381814,18.2,73.69,1.2,4.64,100,209.599632,1563.184528,0.91 ,6.6,52,3088.030481,243.3959423,2229.255775,,,,,,,,
Dhaka,23.8105,90.3372,2023,113233,58881.16,0,83792.42,29440.58,25.61,8.36,40.49,76.56,2958.4,0.02,485.51,12517360,18.2,73.69,1.2,4.04,100,1101.52768,8215.143368,0.91 ,6.6,52,1476.081489,116.3434905,1065.586368,,,,,,,,
Dinajpur,25.6279,88.6332,2023,910,473.2,0,673.4,236.6,25.42,4.17,42.53,71.25,2446.88,0.03,485.51,3109626,18.2,73.69,1.2,4.1,100,273.647088,2040.847544,0.91 ,6.6,52,3460.164551,272.727234,2497.900153,,,,,,,,
Faridpur,23.5424,89.6309,2023,7502,3901.04,0,5551.48,1950.52,25.87,6.61,43.65,74.31,2357.23,0.05,485.51,1988695,18.2,73.69,1.2,4.04,100,175.00516,1305.180529,0.91 ,6.6,52,2043.68922,161.0818503,1475.343597,,,,,,,,
Feni,22.9409,91.4067,2023,2228,1158.56,0,1648.72,579.28,25.08,8.76,37.05,81.12,4345.31,0.05,485.51,1496139,18.2,73.69,1.2,4.64,100,131.660232,981.9160257,0.91 ,6.6,52,906.8976904,71.48090646,654.6913725,,,,,,,,
Gaibandha,25.3297,89.543,2023,1052,547.04,0,778.48,273.52,25.48,5.68,39.84,73.38,2910.94,0.09,485.51,2471680,18.2,73.69,1.2,4.1,100,217.50784,1622.163584,0.91 ,6.6,52,2166.583587,170.76828,1564.061302,,,,,,,,
Gazipur,24.0958,90.4125,2023,7252,3771.04,0,5366.48,1885.52,25.61,8.36,40.49,76.56,2958.4,0.02,485.51,3548115,18.2,73.69,1.2,4.04,100,312.23412,2328.627875,0.91 ,6.6,52,1817.13929,143.225377,1311.79672,,,,,,,,
Gopalganj,23.0488,89.8879,2023,3156,1641.12,0,2335.44,820.56,25.72,7.55,41.3,77.06,3100.78,0.06,485.51,1218319,18.2,73.69,1.2,4.04,100,107.212072,799.5827597,0.91 ,6.6,52,1475.924938,116.3311513,1065.473354,,,,,,,,
Habiganj,24.4771,91.4507,2023,493,256.36,0,364.82,128.18,25.33,9.15,37.72,77.44,4398.05,0.03,485.51,2171065,18.2,73.69,1.2,5.25,100,191.05372,1424.86996,0.91 ,6.6,52,2582.433721,203.5452348,1864.264399,,,,,,,,
Jamalpur,25.0831,89.7853,2023,1692,879.84,0,1252.08,439.92,25.41,7.64,39.34,75.06,3269.53,0.05,485.51,2384811,18.2,73.69,1.2,4.39,100,209.863368,1565.151459,0.91 ,6.6,52,2065.6763,162.8148532,1491.216116,,,,,,,,
Jashore,23.1634,89.2182,2023,4974,2586.48,0,3680.76,1293.24,25.86,6.27,42.76,75.19,2605.08,0.09,485.51,2876380,18.2,73.69,1.2,4.04,100,253.12144,1887.768194,0.91 ,6.6,52,2584.932745,203.7422057,1866.068449,,,,,,,,
Jhalokathi,22.5721,90.187,2023,1053,547.56,0,779.22,273.78,25.65,7.9,39.1,78.56,4155.47,0.01,485.51,709914,18.2,73.69,1.2,4.38,100,62.472432,465.9165582,0.91 ,6.6,52,738.7519126,58.22779893,533.3065778,,,,,,,,
Jhenaidah,23.545,89.1726,2023,4194,2180.88,0,3103.56,1090.44,25.87,6.61,43.65,74.31,2357.23,0.05,485.51,1842573,18.2,73.69,1.2,4.04,100,162.146424,1209.28066,0.91 ,6.6,52,1956.105656,154.1785881,1412.116836,,,,,,,,
Joypurhat,25.0947,89.0945,2023,264,137.28,0,195.36,68.64,25.69,5.76,40.87,73.25,2657.81,0.06,485.51,950440,18.2,73.69,1.2,4,100,83.63872,623.773772,0.91 ,6.6,52,960.2497231,75.68606842,693.2063185,,,,,,,,
Khagrachhari,23.1322,91.949,2023,827,430.04,0,611.98,215.02,24.8,8.38,38.81,80.19,4398.05,0.04,485.51,638967,18.2,73.69,1.2,4.64,100,56.229096,419.3540421,0.91 ,6.6,52,2855.544398,225.0715866,2061.423577,,,,,,,,
Khulna,22.6738,89.3967,2023,6853,3563.56,0,5071.22,1781.78,25.91,6.73,40.37,76.25,3142.97,0.06,485.51,2407679,18.2,73.69,1.2,4.04,100,211.875752,1580.159728,0.91 ,6.6,52,3625.143171,285.7307089,2616.99857,,,,,,,,
Kishorganj,24.426,90.9821,2023,1549,805.48,0,1146.26,402.74,25.33,9.15,37.72,77.44,4398.05,0.03,485.51,3028706,18.2,73.69,1.2,4.04,100,266.526128,1987.739748,0.91 ,6.6,52,2564.920364,202.1648468,1851.621469,,,,,,,,
Kurigram,25.8072,89.6295,2023,708,368.16,0,523.92,184.08,25.04,6.38,38.37,74.25,3095.51,0.03,485.51,2150974,18.2,73.69,1.2,4.1,100,189.285712,1411.684236,0.91 ,6.6,52,2275.723926,179.3706289,1642.849945,,,,,,,,
Kushtia,23.8907,89.1099,2023,4556,2369.12,0,3371.44,1184.56,25.89,6.54,43.21,73.75,2436.33,0.02,485.51,2023657,18.2,73.69,1.2,4.04,100,178.081816,1328.126089,0.91 ,6.6,52,1614.728397,127.2715222,1165.675866,,,,,,,,
Lakshmipur,22.9447,90.8282,2023,6950,3614,0,5143,1807,25.63,9.74,38,79,3628.12,0.01,485.51,1797761,18.2,73.69,1.2,4.64,100,158.202968,1179.870544,0.91 ,6.6,52,1243.732495,98.02993999,897.853135,,,,,,,,
Lalmonirhat,25.9923,89.2847,2023,305,158.6,0,225.7,79.3,25.04,6.38,38.37,74.25,3095.51,0.03,485.51,1305248,18.2,73.69,1.2,4.1,100,114.861824,856.6342624,0.91 ,6.6,52,1274.913778,100.4876222,920.3629692,,,,,,,,
Madaripur,23.2393,90.187,2023,5386,2800.72,0,3985.64,1400.36,25.72,7.55,41.3,77.06,3100.78,0.06,485.51,1212199,18.2,73.69,1.2,4.04,100,106.673512,795.5662037,0.91 ,6.6,52,1135.273595,89.48130149,819.5564241,,,,,,,,
Magura,23.429,89.4364,2023,5031,2616.12,0,3722.94,1308.06,25.87,6.61,43.65,74.31,2357.23,0.05,485.51,954804,18.2,73.69,1.2,4.04,100,84.022752,626.6378652,0.91 ,6.6,52,1048.764435,82.66272294,757.1052777,,,,,,,,
Manikganj,23.8617,90.0003,2023,12952,6735.04,0,9584.48,3367.52,25.73,7.79,41.96,75.69,2800.2,0.05,485.51,1447301,18.2,73.69,1.2,4.04,100,127.362488,949.8636463,0.91 ,6.6,52,1374.276723,108.3193253,992.0932911,,,,,,,,
Meherpur,23.8052,88.6724,2023,2176,1131.52,0,1610.24,565.76,25.01,8.59,37.23,78.81,4413.87,0.02,485.51,1994252,18.2,73.69,1.2,4.04,100,175.494176,1308.827588,0.91 ,6.6,52,2678.809912,211.1415243,1933.838576,,,,,,,,
Moulvibazar,24.3095,91.7315,2023,129,67.08,0,95.46,33.54,25.98,5.3,44.16,71.38,1814.06,0.04,485.51,681331,18.2,73.69,1.2,5.25,100,59.957128,447.1575353,0.91 ,6.6,52,722.524676,56.94878191,521.5921011,,,,,,,,
Munshiganj,23.4981,90.4127,2023,2167,1126.84,0,1603.58,563.42,25.67,8.76,39.74,77.44,2990.04,0.11,485.51,1502449,18.2,73.69,1.2,4.04,100,132.215512,986.0572787,0.91 ,6.6,52,932.678817,73.51295299,673.3028227,,,,,,,,
Mymensingh,24.7539,90.4073,2023,4533,2357.16,0,3354.42,1178.58,25.05,9.03,38.2,76.44,4144.92,0.06,485.51,5313163,18.2,73.69,1.2,4.39,100,467.558344,3487.028877,0.91 ,6.6,52,4348.480093,342.7435113,3139.177032,,,,,,,,
Naogaon,24.9132,88.7531,2023,740,384.8,0,547.6,192.4,25.65,4.36,43.19,70.88,1940.62,0.1,485.51,2701906,18.2,73.69,1.2,4,100,237.767728,1773.260908,0.91 ,6.6,52,3443.903078,271.4455185,2486.16096,,,,,,,,
Narail,23.1163,89.584,2023,2841,1477.32,0,2102.34,738.66,25.86,6.27,42.76,75.19,2605.08,0.09,485.51,750425,18.2,73.69,1.2,4.04,100,66.0374,492.5039275,0.91 ,6.6,52,995.7435635,78.4836628,718.8293974,,,,,,,,
Narayanganj,23.7147,90.5636,2023,2205,1146.6,0,1631.7,573.3,25.67,8.76,39.74,77.44,2990.04,0.11,485.51,3074078,18.2,73.69,1.2,4.04,100,270.518864,2017.517391,0.91 ,6.6,52,703.5466906,55.4529532,507.891853,,,,,,,,
Narsingdi,24.1344,90.786,2023,4523,2351.96,0,3347.02,1175.98,25.61,8.36,40.49,76.56,2958.4,0.02,485.51,2314889,18.2,73.69,1.2,4.04,100,203.710232,1519.261651,0.91 ,6.6,52,1167.789178,92.04415215,843.0294926,,,,,,,,
Natore,24.4102,89.0076,2023,1063,552.76,0,786.62,276.38,25.83,4.83,43.82,71,1787.7,0.06,485.51,1774832,18.2,73.69,1.2,4,100,156.185216,1164.822242,0.91 ,6.6,52,1904.364965,150.1004307,1374.765121,,,,,,,,
Netrokona,24.8103,90.8656,2023,762,396.24,0,563.88,198.12,25.05,9.03,38.2,76.44,4144.92,0.06,485.51,2317190,18.2,73.69,1.2,4.39,100,203.91272,1520.771797,0.91 ,6.6,52,2804.365101,221.0376778,2024.477134,,,,,,,,
Nilphamari,25.8483,88.9414,2023,770,400.4,0,569.8,200.2,25.08,5.88,40.44,71.62,2863.48,0.07,485.51,1907497,18.2,73.69,1.2,4.1,100,167.859736,1251.890281,0.91 ,6.6,52,1587.900399,125.1569622,1146.308677,,,,,,,,
Noakhali,22.874,91.0173,2023,1985,1032.2,0,1468.9,516.1,25.08,8.76,37.05,81.12,4345.31,0.05,485.51,3231832,18.2,73.69,1.2,4.64,100,284.401216,2121.051342,0.91 ,6.6,52,2678.48487,211.1159048,1933.603928,,,,,,,,
Pabna,24.1585,89.4481,2023,3388,1761.76,0,2507.12,880.88,25.89,6.54,43.21,73.75,2436.33,0.02,485.51,2624683,18.2,73.69,1.2,4,100,230.972104,1722.579453,0.91 ,6.6,52,2389.393133,188.3299394,1724.907987,,,,,,,,
Panchagarh,26.2709,88.5952,2023,187,97.24,0,138.38,48.62,24.8,8.47,38.22,69.44,2721.09,0.12,485.51,1026139,18.2,73.69,1.2,4.1,100,90.300232,673.4550257,0.91 ,6.6,52,1363.120548,107.440005,984.0396244,,,,,,,,
Patuakhali,22.2249,90.4548,2023,7579,3941.08,0,5608.46,1970.54,26.08,13.69,32.44,80.38,9391.99,0.09,485.51,1596223,18.2,73.69,1.2,4.38,100,140.467624,1047.601155,0.91 ,6.6,52,2617.407817,206.3018633,1889.512273,,,,,,,,
Pirojpur,22.5791,89.9759,2023,7361,3827.72,0,5447.14,1913.86,25.65,7.9,39.1,78.56,4155.47,0.03,485.51,1157215,18.2,73.69,1.2,4.38,100,101.83492,759.4802045,0.91 ,6.6,52,1269.846388,100.0882148,916.7048095,,,,,,,,
Rajbari,23.7151,89.5875,2023,4176,2171.52,0,3090.24,1085.76,25.87,6.61,43.65,74.31,2357.23,0.05,485.51,1091263,18.2,73.69,1.2,4.04,100,96.031144,716.1959069,0.91 ,6.6,52,1139.236341,89.7936418,822.4171392,,,,,,,,
Rajshahi,24.3733,88.6049,2023,6078,3160.56,0,4497.72,1580.28,25.83,4.83,43.82,71,1787.7,0.06,485.51,2699688,18.2,73.69,1.2,4,100,237.572544,1771.805234,0.91 ,6.6,52,2438.427587,192.1947934,1760.306064,,,,,,,,
Rangamati,22.7324,92.2985,2023,491,255.32,0,363.34,127.66,24.48,10.13,38.47,76.12,4951.76,0.05,485.51,620215,18.2,73.69,1.2,4.64,100,54.57892,407.0471045,0.91 ,6.6,52,5762.959417,454.2315714,4160.292666,,,,,,,,
Rangpur,25.7468,89.2508,2023,1299,675.48,0,961.26,337.74,25.48,5.68,39.84,73.38,2910.94,0.09,485.51,2996334,18.2,73.69,1.2,4.1,100,263.677392,1966.494004,0.91 ,6.6,52,2343.984755,184.7508895,1692.127583,,,,,,,,
Satkhira,22.3155,89.1115,2023,1500,780,0,1110,390,25.91,6.73,40.37,76.25,3142.97,0.06,485.51,1201464,18.2,73.69,1.2,4.04,100,105.728832,788.5208232,0.91 ,6.6,52,3390.40283,267.2286744,2447.539018,,,,,,,,
Shariatpur,23.2423,90.4348,2023,2901,1508.52,0,2146.74,754.26,25.63,9.74,38,79,3628.12,0.01,485.51,2063610,18.2,73.69,1.2,4.04,100,181.59768,1354.347243,0.91 ,6.6,52,1186.196087,93.49496909,856.3174792,,,,,,,,
Sherpur,25.0746,90.1495,2023,1281,666.12,0,947.94,333.06,25.41,7.64,39.34,75.06,3269.53,0.05,485.51,1412601,18.2,73.69,1.2,4.39,100,124.308888,927.0900363,0.91 ,6.6,52,1326.036532,104.5170743,957.2685941,,,,,,,,
Sirajganj,24.3141,89.57,2023,4371,2272.92,0,3234.54,1136.46,25.86,6.26,42.46,73.19,2531.25,0.06,485.51,3220812,18.2,73.69,1.2,4,100,283.431456,2113.818916,0.91 ,6.6,52,2494.301919,196.5987609,1800.641863,,,,,,,,
Sunamganj,25.0715,91.3992,2023,102,53.04,0,75.48,26.52,24.89,9.55,35.61,77.81,5574.02,0.06,485.51,2564540,18.2,73.69,1.2,5.25,100,225.67952,1683.107602,0.91 ,6.6,52,3693.58372,291.1251348,2666.405947,,,,,,,,
Sylhet,24.8993,91.87,2023,711,369.72,0,526.14,184.86,24.54,10.11,34.81,79.38,5705.86,0.04,485.51,3567139,18.2,73.69,1.2,5.25,100,313.908232,2341.113326,0.91 ,6.6,52,3417.924658,269.3979215,2467.407084,,,,,,,,
Tangail,24.3917,89.9948,2023,2319,1205.88,0,1716.06,602.94,25.62,7.92,41.12,75.25,3095.51,0.01,485.51,3749086,18.2,73.69,1.2,4.04,100,329.919568,2460.525142,0.91 ,6.6,52,3366.374057,265.3347468,2430.192595,,,,,,,,
Thakurgaon,26.0418,88.4283,2023,309,160.68,0,228.66,80.34,25.39,4.8,42.84,68.19,1951.17,0.05,485.51,1444783,18.2,73.69,1.2,4.1,100,127.140904,948.2110829,0.91 ,6.6,52,1814.206041,142.9941808,1309.679202,,,,,,,,
Bagerhat,22.6602,89.7895,2024,121,62.92,0,89.54,31.46,25.15,7.63,38.3,81.44,3401.37,0.11,485.51,1534012,18.2,73.69,1.2,4.04,100,134.993056,1006.772076,0.91 ,6.6,52,3646.18417,125.7210701,2641.431722,,,,,,,,
Bandarban,21.8311,92.3686,2024,841,437.32,0,622.34,218.66,23.57,7.46,36.4,82.06,4160.74,0.04,485.51,404091,18.2,73.69,1.2,4.64,100,35.560008,265.2049233,0.91 ,6.6,52,4595.260113,158.4453752,3328.977711,,,,,,,,
