District,Latitude,Longitude,Year,Yearly_cases,DENV1 ,DENV2,DENV3,DENV4,X11,X12,X13,X14,X15,X16,X17,X18,X19,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,,,,,,,,
Madaripur,23.2393,90.187,2018,4,1.92,1.64,1.24,0,25.14,6.06,37.57,77.38,2515.43,0.06,321.28,1212199,21.8,73.9,1.1,3.87,91.8,106.673512,694.2263673,0.88,4.7,48,1135.273595,83.0953589,802.5757243,,,,,,,,
Magura,23.429,89.4364,2018,2,0.96,0.82,0.62,0,25.12,5.68,38.01,75.19,1935.35,0.06,321.28,954804,21.8,73.9,1.1,3.74,91.8,84.022752,546.8162508,0.88,4.7,48,1048.764435,76.76339655,741.4185269,,,,,,,,
Manikganj,23.8617,90.0003,2018,10,4.8,4.1,3.1,0,24.99,6.43,36.08,77.31,2404.69,0.04,321.28,1447301,21.8,73.9,1.1,3.87,91.8,127.362488,828.8692827,0.88,4.7,48,1374.276723,100.5889841,971.5377347,,,,,,,,
Meherpur,23.8052,88.6724,2018,2,0.96,0.82,0.62,0,24.53,6.21,35.84,81.62,3749.41,0.02,321.28,1994252,21.8,73.9,1.1,3.74,91.8,175.494176,1142.10812,0.88,4.7,48,2678.809912,196.073151,1893.770642,,,,,,,,
Moulvibazar,24.3095,91.7315,2018,2,0.96,0.82,0.62,0,25.23,5.3,39,72.06,1487.11,0.01,321.28,681331,21.8,73.9,1.1,4.94,91.8,59.957128,390.1982637,0.88,4.7,48,722.524676,52.88456239,510.785037,,,,,,,,
Munshiganj,23.4981,90.4127,2018,2,0.96,0.82,0.62,0,25.06,7.01,35.4,78.94,2779.1,0.06,321.28,1502449,21.8,73.9,1.1,3.87,91.8,132.215512,860.4525423,0.88,4.7,48,932.678817,68.26661113,659.3524067,,,,,,,,
Mymensingh,24.7539,90.4073,2018,2,0.96,0.82,0.62,0,24.54,7.94,35.11,78.5,3448.83,0.05,321.28,5313163,21.8,73.9,1.1,3.85,91.8,467.558344,3042.84845,0.88,4.7,48,4348.480093,318.2832011,3074.135235,,,,,,,,
Naogaon,24.9132,88.7531,2018,3,1.44,1.23,0.93,0,24.9,4.76,38.08,72.69,1455.47,0.02,321.28,2701906,21.8,73.9,1.1,3.76,91.8,237.767728,1547.381566,0.88,4.7,48,3443.903078,252.0734768,2434.64925,,,,,,,,
Narail,23.1163,89.584,2018,0,0,0,0,0,25.25,5.51,38.57,75.12,2003.91,0.05,321.28,750425,21.8,73.9,1.1,3.74,91.8,66.0374,429.7683975,0.88,4.7,48,995.7435635,72.88258015,703.935699,,,,,,,,
Narayanganj,23.7147,90.5636,2018,19,9.12,7.79,5.89,0,25.06,7.01,35.4,78.94,2779.1,0.06,321.28,3074078,21.8,73.9,1.1,3.87,91.8,270.518864,1760.524471,0.88,4.7,48,703.5466906,51.49548533,497.3686495,,,,,,,,
Narsingdi,24.1344,90.786,2018,3,1.44,1.23,0.93,0,24.98,6.54,35.45,78.31,2657.81,0.02,321.28,2314889,21.8,73.9,1.1,3.87,91.8,203.710232,1325.73693,0.88,4.7,48,1167.789178,85.47530858,825.5624454,,,,,,,,
Natore,24.4102,89.0076,2018,2,0.96,0.82,0.62,0,25.05,5.14,38.62,72.5,1439.65,0.02,321.28,1774832,21.8,73.9,1.1,3.76,91.8,156.185216,1016.446286,0.88,4.7,48,1904.364965,139.3883298,1346.280842,,,,,,,,
Netrokona,24.8103,90.8656,2018,1,0.48,0.41,0.31,0,24.54,7.94,35.11,78.5,3448.83,0.05,321.28,2317190,21.8,73.9,1.1,3.85,91.8,203.91272,1327.054713,0.88,4.7,48,2804.365101,205.2630534,1982.531226,,,,,,,,
Nilphamari,25.8483,88.9414,2018,1,0.48,0.41,0.31,0,24.65,5.51,36.98,71.88,2098.83,0.02,321.28,1907497,21.8,73.9,1.1,3.87,91.8,167.859736,1092.423532,0.88,4.7,48,1587.900399,116.2249824,1122.557874,,,,,,,,
Noakhali,22.874,91.0173,2018,7,3.36,2.87,2.17,0,24.59,6.08,34.33,83.12,4013.09,0.04,321.28,3231832,21.8,73.9,1.1,4.47,91.8,284.401216,1850.870186,0.88,4.7,48,2678.48487,196.0493599,1893.540856,,,,,,,,
Pabna,24.1585,89.4481,2018,17,8.16,6.97,5.27,0,25.05,5.99,36.82,75.44,1993.36,0.05,321.28,2624683,21.8,73.9,1.1,3.76,91.8,230.972104,1503.155954,0.88,4.7,48,2389.393133,174.8895428,1689.168966,,,,,,,,
Panchagarh,26.2709,88.5952,2018,0,0,0,0,0,24.62,6.54,36.47,68.44,2293.95,0.02,321.28,1026139,21.8,73.9,1.1,3.87,91.8,90.300232,587.6698053,0.88,4.7,48,1363.120548,99.77241757,963.650935,,,,,,,,
Patuakhali,22.2249,90.4548,2018,44,21.12,18.04,13.64,0,25.91,12.55,32.94,79.31,7683.4,0.02,321.28,1596223,21.8,73.9,1.1,4.17,91.8,140.467624,914.1569121,0.88,4.7,48,2617.407817,191.5788783,1850.362753,,,,,,,,
Pirojpur,22.5791,89.9759,2018,9,4.32,3.69,2.79,0,25.27,6.43,37.48,77.69,3169.34,0.09,321.28,1157215,21.8,73.9,1.1,4.17,91.8,101.83492,662.7370305,0.88,4.7,48,1269.846388,92.94529689,897.7112556,,,,,,,,
Rajbari,23.7151,89.5875,2018,10,4.8,4.1,3.1,0,25.12,5.68,38.01,75.19,1935.35,0.06,321.28,1091263,21.8,73.9,1.1,3.87,91.8,96.031144,624.9663201,0.88,4.7,48,1139.236341,83.38540866,805.3771672,,,,,,,,
Rajshahi,24.3733,88.6049,2018,8,3.84,3.28,2.48,0,25.05,5.14,38.62,72.5,1439.65,0.02,321.28,2699688,21.8,73.9,1.1,3.76,91.8,237.572544,1546.111318,0.88,4.7,48,2438.427587,178.4785768,1723.833616,,,,,,,,
Rangamati,22.7324,92.2985,2018,105,50.4,43.05,32.55,0,23.8,7.3,36.12,79.25,4345.31,0.01,321.28,620215,21.8,73.9,1.1,4.47,91.8,54.57892,355.1971305,0.88,4.7,48,5762.959417,421.8147794,4074.093988,,,,,,,,
Rangpur,25.7468,89.2508,2018,1,0.48,0.41,0.31,0,25.03,5.75,35.85,74.06,2019.73,0.11,321.28,2996334,21.8,73.9,1.1,3.87,91.8,263.677392,1716.000482,0.88,4.7,48,2343.984755,171.5659162,1657.067751,,,,,,,,
Satkhira,22.3155,89.1115,2018,4,1.92,1.64,1.24,0,25.56,6.12,38.69,74.81,2278.12,0.16,321.28,1201464,21.8,73.9,1.1,3.74,91.8,105.728832,688.0784328,0.88,4.7,48,3390.40283,248.157573,2396.827531,,,,,,,,
Shariatpur,23.2423,90.4348,2018,6,2.88,2.46,1.86,0,25.12,7.76,35.1,80,3258.98,0.05,321.28,2063610,21.8,73.9,1.1,3.87,91.8,181.59768,1181.829447,0.88,4.7,48,1186.196087,86.82258619,838.5751133,,,,,,,,
Sherpur,25.0746,90.1495,2018,1,0.48,0.41,0.31,0,24.8,6.99,34.98,77.06,2541.8,0.03,321.28,1412601,21.8,73.9,1.1,3.85,91.8,124.308888,808.9965927,0.88,4.7,48,1326.036532,97.05808539,937.4345838,,,,,,,,
Sirajganj,24.3141,89.57,2018,1,0.48,0.41,0.31,0,25.02,5.96,35.79,75.44,1935.35,0.05,321.28,3220812,21.8,73.9,1.1,3.76,91.8,283.431456,1844.559032,0.88,4.7,48,2494.301919,182.5682497,1763.333683,,,,,,,,
Sunamganj,25.0715,91.3992,2018,7,3.36,2.87,2.17,0,24.48,7.9,34.62,79.81,4492.97,0.08,321.28,2564540,21.8,73.9,1.1,4.94,91.8,225.67952,1468.712058,0.88,4.7,48,3693.58372,270.3486333,2611.159673,,,,,,,,
Sylhet,24.8993,91.87,2018,2,0.96,0.82,0.62,0,24.22,7.61,34.9,81,4577.34,0.05,321.28,3567139,21.8,73.9,1.1,4.94,91.8,313.908232,2042.900505,0.88,4.7,48,3417.924658,250.1720091,2416.283943,,,,,,,,
Tangail,24.3917,89.9948,2018,36,17.28,14.76,11.16,0,24.85,6.32,35.19,77.62,2557.62,0.09,321.28,3749086,21.8,73.9,1.1,3.87,91.8,329.919568,2147.101552,0.88,4.7,48,3366.374057,246.3988079,2379.840515,,,,,,,,
Thakurgaon,26.0418,88.4283,2018,5,2.4,2.05,1.55,0,25.01,5.89,39.05,67.12,1402.73,0.05,321.28,1444783,21.8,73.9,1.1,3.87,91.8,127.140904,827.4272241,0.88,4.7,48,1814.206041,132.7892261,1282.543463,,,,,,,,
Bagerhat,22.6602,89.7895,2019,350,175,3.5,315,0,25.65,7.9,39.1,78.56,4155.47,0.03,351.24,1534012,20.5,74.7,1,3.74,92.2,134.993056,962.1323264,0.88,4.8,50,3646.18417,287.3891425,2632.188111,,,,,,,,
Bandarban,21.8311,92.3686,2019,264,132,2.64,237.6,0,23.92,8.92,38.42,79.38,5605.66,0.06,351.24,404091,20.5,74.7,1,4.47,92.2,35.560008,253.4458752,0.88,4.8,50,4595.260113,362.1945031,3317.328055,,,,,,,,
Barguna,23.7073,90.4155,2019,619,309.5,6.19,557.1,0,25.67,8.76,39.74,77.44,2990.04,0.11,351.24,927889,20.5,74.7,1,4.17,92.2,81.654232,581.9719808,0.88,4.8,50,1345.650521,106.0630323,971.4279744,,,,,,,,
Barishal,22.7004,90.375,2019,3654,1827,36.54,3288.6,0,25.66,10.96,36.49,80.44,5204.88,0.05,351.24,2414729,20.5,74.7,1,4.17,92.2,212.496152,1514.518029,0.88,4.8,50,2219.580861,174.9454802,1602.320147,,,,,,,,
Bhola,22.1785,90.7101,2019,752,376,7.52,676.8,0,26.08,13.69,32.44,80.38,9391.99,0.09,351.24,1846351,20.5,74.7,1,4.17,92.2,162.478888,1158.031347,0.88,4.8,50,1948.543739,153.5825642,1406.657872,,,,,,,,
Bogura,24.851,89.3697,2019,1079,539.5,10.79,971.1,0,25.69,5.76,40.87,73.25,2657.81,0.06,351.24,3539293,20.5,74.7,1,3.76,92.2,311.457784,2219.84457,0.88,4.8,50,2912.594162,229.5682005,2102.607923,,,,,,,,
Brahmanbaria,23.9608,91.1115,2019,458,229,4.58,412.2,0,25.35,8.81,38.45,77.38,3048.05,0.02,351.24,2953208,20.5,74.7,1,4.47,92.2,259.882304,1852.252058,0.88,4.8,50,1922.681908,151.5441566,1387.98816,,,,,,,,
Chandpur,23.2513,90.8518,2019,1389,694.5,13.89,1250.1,0,25.67,8.76,39.74,77.44,2990.04,0.11,351.24,2513838,20.5,74.7,1,4.47,92.2,221.217744,1576.679194,0.88,4.8,50,1469.437035,115.8197803,1060.789723,,,,,,,,
Chapai Nawabganj,24.68,88.25,2019,379,189.5,3.79,341.1,0,26.14,5.03,43.94,67.38,1244.53,0.11,351.24,1714249,20.5,74.7,1,3.76,92.2,150.853912,1075.176973,0.88,4.8,50,1685.473879,132.8476211,1216.74718,,,,,,,,
Chattogram,22.515,91.7539,2019,2529,1264.5,25.29,2276.1,0,25.61,10.77,36.19,78.88,5247.07,0.06,351.24,7913366,20.5,74.7,1,4.47,92.2,696.376208,4963.263155,0.88,4.8,50,4450.859261,350.8129504,3213.084772,,,,,,,,
Chuadanga,23.6161,88.8263,2019,162,81,1.62,145.8,0,26.04,5.49,44.53,72.06,1782.42,0.04,351.24,1174836,20.5,74.7,1,3.74,92.2,103.385568,736.8571392,0.88,4.8,50,1165.101675,91.83232544,841.0893785,,,,,,,,
Cox's Bazar,21.5641,92.0208,2019,378,189,3.78,340.2,0,26.25,17.12,31.18,79.38,9502.73,0.06,351.24,5602624,20.5,74.7,1,4.47,92.2,493.030912,3513.965773,0.88,4.8,50,2172.97806,171.272287,1568.677486,,,,,,,,
Cumilla,23.4576,91.1809,2019,1263,631.5,12.63,1136.7,0,25.12,8.51,38.28,79.31,3306.45,0.02,351.24,2381814,20.5,74.7,1,4.47,92.2,209.599632,1493.873741,0.88,4.8,50,3088.030481,243.3959423,2229.255775,,,,,,,,
Dhaka,23.8105,90.3372,2019,1506,753,15.06,1355.4,0,25.61,8.36,40.49,76.56,2958.4,0.02,351.24,12517360,20.5,74.7,1,3.87,92.2,1101.52768,7850.888192,0.88,4.8,50,1476.081489,116.3434905,1065.586368,,,,,,,,
Dinajpur,25.6279,88.6332,2019,294,147,2.94,264.6,0,25.42,4.17,42.53,71.25,2446.88,0.03,351.24,3109626,20.5,74.7,1,3.87,92.2,273.647088,1950.357427,0.88,4.8,50,3460.164551,272.727234,2497.900153,,,,,,,,
Faridpur,23.5424,89.6309,2019,1142,571,11.42,1027.8,0,25.87,6.61,43.65,74.31,2357.23,0.05,351.24,1988695,20.5,74.7,1,3.87,92.2,175.00516,1247.309504,0.88,4.8,50,2043.68922,161.0818503,1475.343597,,,,,,,,
Feni,22.9409,91.4067,2019,609,304.5,6.09,548.1,0,25.08,8.76,37.05,81.12,4345.31,0.05,351.24,1496139,20.5,74.7,1,4.47,92.2,131.660232,938.3783808,0.88,4.8,50,906.8976904,71.48090646,654.6913725,,,,,,,,
Gaibandha,25.3297,89.543,2019,199,99.5,1.99,179.1,0,25.48,5.68,39.84,73.38,2910.94,0.09,351.24,2471680,20.5,74.7,1,3.87,92.2,217.50784,1550.237696,0.88,4.8,50,2166.583587,170.76828,1564.061302,,,,,,,,
Gazipur,24.0958,90.4125,2019,849,424.5,8.49,764.1,0,25.61,8.36,40.49,76.56,2958.4,0.02,351.24,3548115,20.5,74.7,1,3.87,92.2,312.23412,2225.377728,0.88,4.8,50,1817.13929,143.225377,1311.79672,,,,,,,,
Gopalganj,23.0488,89.8879,2019,593,296.5,5.93,533.7,0,25.72,7.55,41.3,77.06,3100.78,0.06,351.24,1218319,20.5,74.7,1,3.87,92.2,107.212072,764.1296768,0.88,4.8,50,1475.924938,116.3311513,1065.473354,,,,,,,,
Habiganj,24.4771,91.4507,2019,189,94.5,1.89,170.1,0,25.33,9.15,37.72,77.44,4398.05,0.03,351.24,2171065,20.5,74.7,1,4.94,92.2,191.05372,1361.691968,0.88,4.8,50,2582.433721,203.5452348,1864.264399,,,,,,,,
Jamalpur,25.0831,89.7853,2019,445,222.5,4.45,400.5,0,25.41,7.64,39.34,75.06,3269.53,0.05,351.24,2384811,20.5,74.7,1,3.85,92.2,209.863368,1495.753459,0.88,4.8,50,2065.6763,162.8148532,1491.216116,,,,,,,,
Jashore,23.1634,89.2182,2019,4068,2034,40.68,3661.2,0,25.86,6.27,42.76,75.19,2605.08,0.09,351.24,2876380,20.5,74.7,1,3.74,92.2,253.12144,1804.065536,0.88,4.8,50,2584.932745,203.7422057,1866.068449,,,,,,,,
Jhalokathi,22.5721,90.187,2019,136,68,1.36,122.4,0,25.65,7.9,39.1,78.56,4155.47,0.01,351.24,709914,20.5,74.7,1,4.17,92.2,62.472432,445.2580608,0.88,4.8,50,738.7519126,58.22779893,533.3065778,,,,,,,,
Jhenaidah,23.545,89.1726,2019,760,380,7.6,684,0,25.87,6.61,43.65,74.31,2357.23,0.05,351.24,1842573,20.5,74.7,1,3.74,92.2,162.146424,1155.661786,0.88,4.8,50,1956.105656,154.1785881,1412.116836,,,,,,,,
Joypurhat,25.0947,89.0945,2019,113,56.5,1.13,101.7,0,25.69,5.76,40.87,73.25,2657.81,0.06,351.24,950440,20.5,74.7,1,3.76,92.2,83.63872,596.115968,0.88,4.8,50,960.2497231,75.68606842,693.2063185,,,,,,,,
Khagrachhari,23.1322,91.949,2019,215,107.5,2.15,193.5,0,24.8,8.38,38.81,80.19,4398.05,0.04,351.24,638967,20.5,74.7,1,4.47,92.2,56.229096,400.7601024,0.88,4.8,50,2855.544398,225.0715866,2061.423577,,,,,,,,
Khulna,22.6738,89.3967,2019,2647,1323.5,26.47,2382.3,0,25.91,6.73,40.37,76.25,3142.97,0.06,351.24,2407679,20.5,74.7,1,3.74,92.2,211.875752,1510.096269,0.88,4.8,50,3625.143171,285.7307089,2616.99857,,,,,,,,
Kishorganj,24.426,90.9821,2019,1300,650,13,1170,0,25.33,9.15,37.72,77.44,4398.05,0.03,351.24,3028706,20.5,74.7,1,3.87,92.2,266.526128,1899.604403,0.88,4.8,50,2564.920364,202.1648468,1851.621469,,,,,,,,
Kurigram,25.8072,89.6295,2019,206,103,2.06,185.4,0,25.04,6.38,38.37,74.25,3095.51,0.03,351.24,2150974,20.5,74.7,1,3.87,92.2,189.285712,1349.090893,0.88,4.8,50,2275.723926,179.3706289,1642.849945,,,,,,,,
Kushtia,23.8907,89.1099,2019,1571,785.5,15.71,1413.9,0,25.89,6.54,43.21,73.75,2436.33,0.02,351.24,2023657,20.5,74.7,1,3.74,92.2,178.081816,1269.23767,0.88,4.8,50,1614.728397,127.2715222,1165.675866,,,,,,,,
Lakshmipur,22.9447,90.8282,2019,454,227,4.54,408.6,0,25.63,9.74,38,79,3628.12,0.01,351.24,1797761,20.5,74.7,1,4.47,92.2,158.202968,1127.555699,0.88,4.8,50,1243.732495,98.02993999,897.853135,,,,,,,,
Lalmonirhat,25.9923,89.2847,2019,119,59.5,1.19,107.1,0,25.04,6.38,38.37,74.25,3095.51,0.03,351.24,1305248,20.5,74.7,1,3.87,92.2,114.861824,818.6515456,0.88,4.8,50,1274.913778,100.4876222,920.3629692,,,,,,,,
Madaripur,23.2393,90.187,2019,724,362,7.24,651.6,0,25.72,7.55,41.3,77.06,3100.78,0.06,351.24,1212199,20.5,74.7,1,3.87,92.2,106.673512,760.2912128,0.88,4.8,50,1135.273595,89.48130149,819.5564241,,,,,,,,
Magura,23.429,89.4364,2019,577,288.5,5.77,519.3,0,25.87,6.61,43.65,74.31,2357.23,0.05,351.24,954804,20.5,74.7,1,3.74,92.2,84.022752,598.8530688,0.88,4.8,50,1048.764435,82.66272294,757.1052777,,,,,,,,
Manikganj,23.8617,90.0003,2019,1838,919,18.38,1654.2,0,25.73,7.79,41.96,75.69,2800.2,0.05,351.24,1447301,20.5,74.7,1,3.87,92.2,127.362488,907.7471872,0.88,4.8,50,1374.276723,108.3193253,992.0932911,,,,,,,,
Meherpur,23.8052,88.6724,2019,256,128,2.56,230.4,0,25.01,8.59,37.23,78.81,4413.87,0.02,351.24,1994252,20.5,74.7,1,3.74,92.2,175.494176,1250.794854,0.88,4.8,50,2678.809912,211.1415243,1933.838576,,,,,,,,
Moulvibazar,24.3095,91.7315,2019,114,57,1.14,102.6,0,25.98,5.3,44.16,71.38,1814.06,0.04,351.24,681331,20.5,74.7,1,4.94,92.2,59.957128,427.3308032,0.88,4.8,50,722.524676,56.94878191,521.5921011,,,,,,,,
Munshiganj,23.4981,90.4127,2019,532,266,5.32,478.8,0,25.67,8.76,39.74,77.44,2990.04,0.11,351.24,1502449,20.5,74.7,1,3.87,92.2,132.215512,942.3360128,0.88,4.8,50,932.678817,73.51295299,673.3028227,,,,,,,,
Mymensingh,24.7539,90.4073,2019,1667,833.5,16.67,1500.3,0,25.05,9.03,38.2,76.44,4144.92,0.06,351.24,5313163,20.5,74.7,1,3.85,92.2,467.558344,3332.415834,0.88,4.8,50,4348.480093,342.7435113,3139.177032,,,,,,,,
Naogaon,24.9132,88.7531,2019,283,141.5,2.83,254.7,0,25.65,4.36,43.19,70.88,1940.62,0.1,351.24,2701906,20.5,74.7,1,3.76,92.2,237.767728,1694.635443,0.88,4.8,50,3443.903078,271.4455185,2486.16096,,,,,,,,
Narail,23.1163,89.584,2019,613,306.5,6.13,551.7,0,25.86,6.27,42.76,75.19,2605.08,0.09,351.24,750425,20.5,74.7,1,3.74,92.2,66.0374,470.66656,0.88,4.8,50,995.7435635,78.4836628,718.8293974,,,,,,,,
Narayanganj,23.7147,90.5636,2019,619,309.5,6.19,557.1,0,25.67,8.76,39.74,77.44,2990.04,0.11,351.24,3074078,20.5,74.7,1,3.87,92.2,270.518864,1928.061722,0.88,4.8,50,703.5466906,55.4529532,507.891853,,,,,,,,
Narsingdi,24.1344,90.786,2019,616,308,6.16,554.4,0,25.61,8.36,40.49,76.56,2958.4,0.02,351.24,2314889,20.5,74.7,1,3.87,92.2,203.710232,1451.898381,0.88,4.8,50,1167.789178,92.04415215,843.0294926,,,,,,,,
Natore,24.4102,89.0076,2019,177,88.5,1.77,159.3,0,25.83,4.83,43.82,71,1787.7,0.06,351.24,1774832,20.5,74.7,1,3.76,92.2,156.185216,1113.17463,0.88,4.8,50,1904.364965,150.1004307,1374.765121,,,,,,,,
Netrokona,24.8103,90.8656,2019,103,51.5,1.03,92.7,0,25.05,9.03,38.2,76.44,4144.92,0.06,351.24,2317190,20.5,74.7,1,3.85,92.2,203.91272,1453.341568,0.88,4.8,50,2804.365101,221.0376778,2024.477134,,,,,,,,
Nilphamari,25.8483,88.9414,2019,209,104.5,2.09,188.1,0,25.08,5.88,40.44,71.62,2863.48,0.07,351.24,1907497,20.5,74.7,1,3.87,92.2,167.859736,1196.382118,0.88,4.8,50,1587.900399,125.1569622,1146.308677,,,,,,,,
Noakhali,22.874,91.0173,2019,699,349.5,6.99,629.1,0,25.08,8.76,37.05,81.12,4345.31,0.05,351.24,3231832,20.5,74.7,1,4.47,92.2,284.401216,2027.00503,0.88,4.8,50,2678.48487,211.1159048,1933.603928,,,,,,,,
Pabna,24.1585,89.4481,2019,767,383.5,7.67,690.3,0,25.89,6.54,43.21,73.75,2436.33,0.02,351.24,2624683,20.5,74.7,1,3.76,92.2,230.972104,1646.201178,0.88,4.8,50,2389.393133,188.3299394,1724.907987,,,,,,,,
Panchagarh,26.2709,88.5952,2019,51,25.5,0.51,45.9,0,24.8,8.47,38.22,69.44,2721.09,0.12,351.24,1026139,20.5,74.7,1,3.87,92.2,90.300232,643.5943808,0.88,4.8,50,1363.120548,107.440005,984.0396244,,,,,,,,
Patuakhali,22.2249,90.4548,2019,718,359,7.18,646.2,0,26.08,13.69,32.44,80.38,9391.99,0.09,351.24,1596223,20.5,74.7,1,4.17,92.2,140.467624,1001.151066,0.88,4.8,50,2617.407817,206.3018633,1889.512273,,,,,,,,
Pirojpur,22.5791,89.9759,2019,1207,603.5,12.07,1086.3,0,25.65,7.9,39.1,78.56,4155.47,0.03,351.24,1157215,20.5,74.7,1,4.17,92.2,101.83492,725.805248,0.88,4.8,50,1269.846388,100.0882148,916.7048095,,,,,,,,
Rajbari,23.7151,89.5875,2019,474,237,4.74,426.6,0,25.87,6.61,43.65,74.31,2357.23,0.05,351.24,1091263,20.5,74.7,1,3.87,92.2,96.031144,684.4401536,0.88,4.8,50,1139.236341,89.7936418,822.4171392,,,,,,,,
Rajshahi,24.3733,88.6049,2019,922,461,9.22,829.8,0,25.83,4.83,43.82,71,1787.7,0.06,351.24,2699688,20.5,74.7,1,3.76,92.2,237.572544,1693.244314,0.88,4.8,50,2438.427587,192.1947934,1760.306064,,,,,,,,
Rangamati,22.7324,92.2985,2019,101,50.5,1.01,90.9,0,24.48,10.13,38.47,76.12,4951.76,0.05,351.24,620215,20.5,74.7,1,4.47,92.2,54.57892,388.998848,0.88,4.8,50,5762.959417,454.2315714,4160.292666,,,,,,,,
Rangpur,25.7468,89.2508,2019,918,459,9.18,826.2,0,25.48,5.68,39.84,73.38,2910.94,0.09,351.24,2996334,20.5,74.7,1,3.87,92.2,263.677392,1879.300685,0.88,4.8,50,2343.984755,184.7508895,1692.127583,,,,,,,,
Satkhira,22.3155,89.1115,2019,971,485.5,9.71,873.9,0,25.91,6.73,40.37,76.25,3142.97,0.06,351.24,1201464,20.5,74.7,1,3.74,92.2,105.728832,753.5582208,0.88,4.8,50,3390.40283,267.2286744,2447.539018,,,,,,,,
Shariatpur,23.2423,90.4348,2019,686,343,6.86,617.4,0,25.63,9.74,38,79,3628.12,0.01,351.24,2063610,20.5,74.7,1,3.87,92.2,181.59768,1294.296192,0.88,4.8,50,1186.196087,93.49496909,856.3174792,,,,,,,,
Sherpur,25.0746,90.1495,2019,166,83,1.66,149.4,0,25.41,7.64,39.34,75.06,3269.53,0.05,351.24,1412601,20.5,74.7,1,3.85,92.2,124.308888,885.9833472,0.88,4.8,50,1326.036532,104.5170743,957.2685941,,,,,,,,
Sirajganj,24.3141,89.57,2019,1094,547,10.94,984.6,0,25.86,6.26,42.46,73.19,2531.25,0.06,351.24,3220812,20.5,74.7,1,3.76,92.2,283.431456,2020.093286,0.88,4.8,50,2494.301919,196.5987609,1800.641863,,,,,,,,
Sunamganj,25.0715,91.3992,2019,47,23.5,0.47,42.3,0,24.89,9.55,35.61,77.81,5574.02,0.06,351.24,2564540,20.5,74.7,1,4.94,92.2,225.67952,1608.479488,0.88,4.8,50,3693.58372,291.1251348,2666.405947,,,,,,,,
Sylhet,24.8993,91.87,2019,661,330.5,6.61,594.9,0,24.54,10.11,34.81,79.38,5705.86,0.04,351.24,3567139,20.5,74.7,1,4.94,92.2,313.908232,2237.309581,0.88,4.8,50,3417.924658,269.3979215,2467.407084,,,,,,,,
Tangail,24.3917,89.9948,2019,864,432,8.64,777.6,0,25.62,7.92,41.12,75.25,3095.51,0.01,351.24,3749086,20.5,74.7,1,3.87,92.2,329.919568,2351.426739,0.88,4.8,50,3366.374057,265.3347468,2430.192595,,,,,,,,
Thakurgaon,26.0418,88.4283,2019,179,89.5,1.79,161.1,0,25.39,4.8,42.84,68.19,1951.17,0.05,351.24,1444783,20.5,74.7,1,3.87,92.2,127.140904,906.1678976,0.88,4.8,50,1814.206041,142.9941808,1309.679202,,,,,,,,
Bagerhat,22.6602,89.7895,2020,3,1.56,0,3,0,25.15,7.63,38.3,81.44,3401.37,0.11,416.26,1534012,34.4,74.1,1,3.74,99,134.993056,1006.772076,0.90 ,5.5,52,3646.18417,125.7210701,2641.431722,,,,,,,,
Bandarban,21.8311,92.3686,2020,3,1.56,0,3,0,23.57,7.46,36.4,82.06,4160.74,0.04,416.26,404091,34.4,74.1,1,4.47,99,35.560008,265.2049233,0.90 ,5.5,52,4595.260113,158.4453752,3328.977711,,,,,,,,
Barguna,23.7073,90.4155,2020,2,1.04,0,2,0,25.11,8.15,36.73,81,2884.57,0.02,416.26,927889,34.4,74.1,1,4.17,99,81.654232,608.9735507,0.90 ,5.5,52,1345.650521,46.39826613,974.8393954,,,,,,,,
Barishal,22.7004,90.375,2020,4,2.08,0,4,0,25.31,10.19,35.37,82.44,4250.39,0.07,416.26,2414729,34.4,74.1,1,4.17,99,212.496152,1584.786643,0.90 ,5.5,52,2219.580861,76.53153765,1607.947109,,,,,,,,
Bhola,22.1785,90.7101,2020,9,4.68,0,9,0,25.93,13.52,33.55,80.88,7166.6,0.06,416.26,1846351,34.4,74.1,1,4.17,99,162.478888,1211.760161,0.90 ,5.5,52,1948.543739,67.18613012,1411.597715,,,,,,,,
Bogura,24.851,89.3697,2020,8,4.16,0,8,0,24.76,7.26,37.83,79.06,2916.21,0.01,416.26,3539293,34.4,74.1,1,3.76,99,311.457784,2322.837996,0.90 ,5.5,52,2912.594162,100.4267579,2109.991776,,,,,,,,
Brahmanbaria,23.9608,91.1115,2020,10,5.2,0,10,0,24.96,8.9,38.19,80,2726.37,0.05,416.26,2953208,34.4,74.1,1,4.47,99,259.882304,1938.19041,0.90 ,5.5,52,1922.681908,66.29440963,1392.862441,,,,,,,,
Chandpur,23.2513,90.8518,2020,37,19.24,0,37,0,25.11,8.15,36.73,81,2884.57,0.02,416.26,2513838,34.4,74.1,1,4.47,99,221.217744,1649.831879,0.90 ,5.5,52,1469.437035,50.66644687,1064.514961,,,,,,,,
Chapai Nawabganj,24.68,88.25,2020,61,31.72,0,61,0,25.11,6.14,41.22,73.69,1629.49,0.02,416.26,1714249,34.4,74.1,1,3.76,99,150.853912,1125.061619,0.90 ,5.5,52,1685.473879,58.11543518,1221.020103,,,,,,,,
