Catagory,Code,Description,Data Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatio-temporal,District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Year,2022-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cases,Monthly_cases,Monthly district wizw dengue cases jannuary 2022 to December 2024,https://dghs.portal.gov.bd/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climate & Environmental Factors,X21,MERRA-2 Temperature at 2 Meters (C) ,NASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X22,MERRA-2 Temperature at 2 Meters Minimum (C) ,NASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X23,MERRA-2 Temperature at 2 Meters Maximum (C) ,NASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X24,MERRA-2 Relative Humidity at 2 Meters (%) ,NASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X25,MERRA-2 Precipitation Corrected (mm/day) ,NASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X26,MERRA-2 Surface Pressure (kPa) ,NASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socio-Demographic & Economic Indicators,X27,GDP( Billion US$),World  Bank: https://data.worldbank.org/indicator/NY.GDP.MKTP.CD?locations=BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X28,Total Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X29,Poverty head-count ratio(% of population),An Investigation of Social Safety Net Programs as Means of Poverty Alleviation in Bangladesh : https://doi.org/10.5539/ass.v9n2p139,https://doi.org/10.5539/ass.v9n2p139, https://www.tbsnews.net/bangladesh/poverty-drops-13-percentage-point-2018-19-planning-minister?fbclid=IwAR1g0ql20tVS4nH3omhPVDhNVM27lW8MSb1AWJxWtDa4HGns9JtOLD13q0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X210,Adult literacy rate,"The Daily Star: https://www.thedailystar.net/frontpage/adult-literacy-rate-hits-12-year-high-1425082
",The Business Standard: https://www.tbsnews.net/bangladesh/education/missing-past-deadlines-bangladesh-targets-gain-full-adult-literacy-2025-279541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X211,Population Growth(annual %),World Bank: https://data.worldbank.org/indicator/SP.POP.GROW?locations=BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X212,Average Household Size,dghs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X213,Access to electricity (% of population),World Bank: https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS?locations=BD & https://borgenproject.org/access-to-electricity-in-bangladesh/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare System Capacity & Resources,X214,Hospital bed ,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X215,number of of physicians ,https://data.who.int/indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X216,Domestic general government health expenditure (%),https://data.who.int/indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X217,Density of nursing and midwifery personnel (per 10 000 population),https://data.who.int/indicators/i/B54EB15/5C8435F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X218,UHC Service Coverage Index (SDG 3.8.1),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-index-of-service-coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Land Use and Land Cover Indicators,X219,Land Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X220,arbleLand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X221,AgriLand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
